chr1	634316	634339	2	2	0	0	9	24
chr1	1008636	1258329	2	2	0	68	0	13
chr1	1694192	1733375	1	1	0	1	0	35
chr1	1723277	1770955	1	1	0	0	1	17
chr1	2011380	2151964	2	4	0	11	0	29
chr1	6139429	6202950	1	1	0	1	174	14
chr1	6317814	6540067	2	2	0	0	225	30
chr1	8805295	8830271	2	2	0	0	1	14
chr1	8952345	8959521	2	2	0	0	1	26
chr1	9179383	9221119	1	1	0	1	0	31
chr1	9469619	9662080	2	2	0	0	5	26
chr1	9535877	9670888	1	1	0	118	131	36
chr1	9565801	9654957	2	2	0	285	12	14
chr1	9569181	9674971	1	1	0	0	3	18
chr1	9716813	9765812	1	1	0	0	38	16
chr1	9760651	9772107	2	2	0	1	0	33
chr1	9783929	9955339	1	1	0	0	4	29
chr1	9786573	9955333	1	1	0	0	73	20
chr1	9819072	9940595	1	1	0	30	0	18
chr1	9908141	9911511	2	2	0	96	142	20
chr1	9930458	9931890	2	2	0	102	0	24
chr1	10092307	10097952	2	2	0	0	173	37
chr1	10183028	10197762	1	1	0	0	1	24
chr1	10201030	10209093	2	2	0	0	49	17
chr1	10349371	10356300	1	1	0	0	1	25
chr1	11125983	11368078	1	1	0	0	54	30
chr1	11226710	11275678	1	1	0	0	1	14
chr1	11382596	11477702	2	2	0	2	0	17
chr1	11575027	11835385	2	2	0	1	366	14
chr1	11649129	11733691	2	2	0	0	2	13
chr1	11987826	12190333	2	2	0	40	0	19
chr1	12085193	12329295	2	2	0	0	75	29
chr1	12136585	12220390	1	1	0	0	5	15
chr1	12325342	12436750	2	2	0	87	0	30
chr1	13454084	13486020	2	2	0	0	1	15
chr1	13456672	13552834	1	1	0	0	416	13
chr1	13696486	13772269	2	2	0	0	3	13
chr1	14365181	14644499	2	2	0	0	287	23
chr1	14444395	14657164	2	2	0	0	13	33
chr1	15167068	15422601	2	2	0	0	13	19
chr1	15239511	15506378	2	2	0	0	8	19
chr1	15387489	15422601	2	2	0	0	13	19
chr1	15395054	15422601	2	2	0	0	13	19
chr1	16284898	16318347	1	1	0	1	0	32
chr1	16338045	16343608	1	1	0	0	1	32
chr1	16346837	16406201	2	2	0	14	0	19
chr1	16355382	16359846	1	1	0	0	71	26
chr1	16629445	16629476	2	4	0	24	0	32
chr1	17045529	17291696	1	1	0	0	7	16
chr1	17584188	17661220	1	1	0	463	0	19
chr1	19445433	19445496	2	2	0	7	0	19
chr1	19510797	19573222	2	4	0	0	7	25
chr1	21072499	21109879	1	1	0	0	1	31
chr1	21085646	21234236	2	2	0	0	37	19
chr1	21196107	21205941	2	2	0	126	0	25
chr1	21231020	21276217	1	1	0	0	1	18
chr1	21236585	21240106	1	1	0	0	32	14
chr1	21236585	21552414	1	1	0	1	132	21
chr1	21330318	21504560	2	2	0	13	0	24
chr1	21580650	21585658	2	2	0	0	1	26
chr1	21980415	21988147	1	1	0	1	0	35
chr1	21980415	21988825	1	1	0	0	2	35
chr1	22057473	22098846	2	2	0	0	1	17
chr1	22059214	22098846	2	2	0	0	1	17
chr1	22082968	22098846	2	2	0	0	1	17
chr1	22386023	22554853	2	2	0	0	4	12
chr1	22450176	22454183	2	2	0	0	1	33
chr1	23147033	23181539	1	1	0	0	1	15
chr1	23328566	23373640	2	2	0	1	0	20
chr1	23609421	23722594	2	2	0	0	16	22
chr1	23693914	23694659	1	1	0	41	0	17
chr1	23695909	23696343	1	1	0	6	0	18
chr1	23725968	23739351	2	2	0	0	30	23
chr1	23725968	23739508	2	2	0	0	30	23
chr1	23729960	23864200	2	2	0	0	3	28
chr1	23758388	23864200	2	2	0	0	3	28
chr1	23820594	23825355	2	2	0	25	0	34
chr1	23895173	24100838	1	1	0	0	84	20
chr1	24150858	24239218	1	1	0	0	51	17
chr1	24471471	24479205	2	2	0	1	0	31
chr1	24670316	24671385	1	1	0	13	0	22
chr1	24729063	24906066	2	2	0	0	11	16
chr1	24760302	24783638	1	1	0	0	12	32
chr1	25200410	25214591	2	4	0	0	30	13
chr1	25746209	25951108	1	1	0	19	0	33
chr1	26241299	26505602	1	1	0	132	0	23
chr1	26606438	26618452	1	1	0	0	1	24
chr1	26644799	26663516	1	1	0	0	1	21
chr1	26873280	26884001	2	2	0	0	1	35
chr1	27002673	27015083	1	1	0	0	1	18
chr1	27197168	27389320	1	1	0	0	7	29
chr1	27203112	27215502	1	1	0	0	1	18
chr1	27214093	27230218	2	2	0	0	93	23
chr1	27240905	27453835	1	1	0	58	0	33
chr1	27244082	27371511	1	1	0	0	58	26
chr1	27253091	27267328	2	2	0	1	0	26
chr1	27264218	27316272	1	3	0	18	0	22
chr1	27662325	27677963	2	2	0	0	12	24
chr1	27748269	27877468	1	1	0	0	138	33
chr1	27830291	27907930	2	2	0	0	3	29
chr1	27901445	27907930	2	2	0	0	3	29
chr1	28168102	28366949	1	1	0	0	29	12
chr1	28234737	28265481	2	2	0	0	1	20
chr1	28255807	28286070	1	1	0	0	1	29
chr1	28364694	28368697	2	2	0	0	3	13
chr1	28418826	28698243	2	2	0	0	229	22
chr1	28484196	28492634	2	2	0	0	1	34
chr1	28544362	28554072	2	2	0	0	1	20
chr1	28547446	28555172	1	1	0	0	1	20
chr1	28706540	28840856	1	1	0	71	0	32
chr1	28730234	28792560	2	2	0	0	2	18
chr1	28959344	29027952	1	1	0	3	0	32
chr1	28997320	29011864	1	1	0	15	0	18
chr1	29149227	29154695	2	2	0	23	0	14
chr1	30995221	31005852	2	2	0	12	0	18
chr1	31148902	31304683	2	2	0	0	105	20
chr1	31216993	31231658	1	1	0	0	1	35
chr1	31267624	31312860	2	2	0	0	1	12
chr1	31288875	31312915	1	1	0	0	2	16
chr1	31877026	32134987	2	2	0	0	64	19
chr1	31910113	31911695	2	2	0	28	0	13
chr1	32078723	32134987	2	2	0	0	64	19
chr1	32124589	32134987	2	2	0	0	64	19
chr1	32278066	32315852	2	2	0	0	1	23
chr1	32387437	32400401	1	1	0	0	1	13
chr1	32415769	32430882	2	2	0	0	140	26
chr1	32582455	32594567	2	2	0	0	1	36
chr1	32587175	32624829	1	1	0	0	1	30
chr1	32657573	32668224	1	1	0	3	0	34
chr1	32658661	32957253	2	2	0	23	0	37
chr1	32966841	32982450	1	1	0	0	26	31
chr1	34504343	34507733	1	1	0	1	0	16
chr1	35093426	35177479	1	1	0	0	262	27
chr1	35155725	35177479	1	1	0	0	262	27
chr1	35310012	35336468	2	2	0	1	0	32
chr1	35423884	35469142	2	2	0	0	1	24
chr1	36010865	36189330	0	0	0	56	0	34
chr1	36154119	36177064	2	2	0	0	1	33
chr1	36177033	36181471	2	2	0	0	1	25
chr1	36220083	36248535	2	2	0	0	53	17
chr1	36293936	36296582	1	1	0	2	0	17
