chr1	21774631	21946412	0	0	0	0	8	30
chr1	37700522	37701753	1	1	0	1	0	16
chr1	45571353	45581412	1	1	0	0	1	22
chr1	47297311	47365600	2	2	0	0	49	24
chr1	104507870	104507982	2	2	0	2	0	26
chr1	117079650	117081827	1	1	0	1	0	27
chr1	153287129	153525274	1	1	0	0	14	13
chr1	161451181	161465921	2	2	0	1	0	34
chr1	198734426	198735126	1	1	0	1	0	20
chr1	225780462	225951564	2	2	0	34	0	33
chr2	11518530	11666804	1	1	0	0	28	12
chr2	15994693	16006259	2	2	0	0	1	27
chr2	25553663	25572389	2	2	0	0	18	33
chr2	68953337	68998756	1	1	0	0	1	12
chr2	152658021	152658947	2	2	0	1	0	19
chr2	152672624	152672977	2	2	0	1	0	31
chr2	178680056	178680253	2	2	0	1	0	28
chr2	180620360	180675022	1	3	0	0	3	28
chr2	181759100	181883167	1	1	0	27	0	13
chr2	185216851	185243570	2	2	0	7	0	16
chr2	216525579	216563021	1	1	0	0	43	12
chr2	230056350	230065351	1	1	0	0	1	27
chr3	38321200	38370883	1	1	0	0	1	16
chr3	43645455	43829998	2	2	0	0	49	24
chr3	49500057	49500094	2	4	0	42	0	14
chr3	61672731	61672799	1	1	0	49	1	12
chr3	138568915	138809541	1	1	0	0	13	14
chr4	1620173	1736876	2	2	0	0	49	24
chr4	26197839	26215193	1	1	0	0	75	15
chr4	40338864	40380918	2	2	0	1	0	14
chr4	82614862	82619873	1	1	0	1	0	12
chr4	82690705	82718951	2	2	0	1	0	12
chr4	94340313	94589710	0	0	0	0	43	32
chr5	43183967	43185464	2	2	0	0	1	29
chr5	91848920	92009498	1	1	0	0	4	20
chr5	171968226	172090705	1	1	0	0	57	24
chr5	171968226	172192959	1	1	0	0	57	24
chr6	34033701	34071603	2	2	0	0	1	15
chr6	34033701	34072152	2	2	0	0	1	15
chr6	34033703	34071603	2	2	0	0	2	15
chr6	34033703	34072152	2	2	0	0	2	15
chr6	43628687	43835830	1	1	0	5	0	12
chr6	130461031	130498519	2	2	0	2	0	14
chr6	144771969	144774289	1	1	0	1	0	25
chr6	154152217	154454104	0	0	0	7	0	30
chr7	2265095	2352572	2	2	0	0	57	23
chr7	5882664	5897600	2	2	0	0	1	13
chr7	47312735	47357721	1	1	0	1	0	16
chr7	47564124	47586119	1	1	0	0	1	25
