chr1	91630	92090	2	2	0	0	3	28
chr1	160526	519122	2	2	0	0	13	33
chr1	268205	268666	2	2	0	0	3	28
chr1	392316	633605	2	2	0	0	5	12
chr1	603799	632585	2	2	0	0	3	12
chr1	622206	633605	2	2	0	0	5	12
chr1	629338	633640	2	2	0	0	1	16
chr1	629686	629733	1	3	0	0	2	32
chr1	630515	634263	2	2	0	0	10	15
chr1	631809	631920	0	0	0	0	5	31
chr1	632568	632636	0	0	0	0	6	36
chr1	633310	633431	2	2	0	1	0	15
chr1	634309	634358	2	2	0	0	1	14
chr1	634328	634352	2	4	0	0	11	20
chr1	808624	810066	2	2	0	5	0	26
chr1	987396	1209603	2	2	0	0	11	33
chr1	990931	1138499	1	1	0	0	9	22
chr1	1008640	1209603	2	2	0	0	11	33
chr1	1071040	1071412	2	2	0	4	0	31
chr1	1256126	1256991	2	2	0	8	0	18
chr1	1317961	1579350	1	1	0	0	4	16
chr1	1362717	1557348	1	1	0	0	3	26
chr1	1388457	1567848	1	1	0	7	0	33
chr1	1395515	1398232	2	2	0	10	0	22
chr1	1501350	1584328	1	1	0	0	13	32
chr1	1516806	1760917	2	2	0	0	8	27
chr1	1585387	1816730	2	2	0	0	4	30
chr1	1649638	1719327	2	2	0	0	3	16
chr1	1652565	1721595	2	2	0	0	2	25
chr1	1652567	1655368	2	2	0	24	0	34
chr1	1652567	1721595	2	2	0	0	6	25
chr1	1655485	1657374	2	2	0	0	7	15
chr1	1655485	1722707	2	2	0	0	7	15
chr1	1660982	1837630	1	1	0	0	4	28
chr1	1661500	1727407	2	2	0	0	6	18
chr1	1716479	1719327	2	2	0	0	3	16
chr1	1719454	1721595	2	2	0	0	2	25
chr1	1719456	1721595	2	2	0	0	6	25
chr1	1741883	1769845	1	1	0	0	1	13
chr1	1754910	1905468	2	2	0	0	4	23
chr1	1825500	1839189	2	2	0	3	0	33
chr1	1851024	1885167	2	2	0	0	8	28
chr1	1987637	2225564	1	1	0	0	9	33
chr1	2144790	2152513	2	2	0	0	2	14
chr1	2389362	2488959	1	1	0	0	3	13
chr1	2580468	2647569	1	1	0	0	4	13
chr1	3059738	3060229	2	2	0	7	0	15
chr1	3558902	3848406	2	2	0	0	12	25
chr1	3835093	3836494	2	2	0	6	0	20
chr1	4453312	4498260	2	2	0	1	0	28
chr1	4671292	4715607	2	2	0	2	3	19
chr1	6197757	6199561	2	2	0	7	0	23
chr1	6458398	6534885	2	2	0	0	4	20
chr1	6515027	6527052	2	4	0	0	1	12
chr1	6525279	6694114	1	1	0	0	8	23
chr1	6545181	6549570	2	2	0	14	0	31
chr1	6594604	6761107	1	1	0	0	3	36
chr1	6732520	6744989	2	2	0	0	1	33
chr1	6893191	7138905	1	1	0	0	8	22
chr1	7165483	7276411	1	1	0	0	4	20
chr1	7638565	8231583	2	2	0	0	12	25
chr1	7823578	7857785	1	1	0	0	3	28
chr1	7948575	7966601	1	1	0	0	3	21
chr1	7948575	8060712	1	1	0	0	3	21
chr1	7962876	7965323	1	1	0	3	0	12
chr1	7977739	7984893	1	1	0	9	0	13
chr1	8038877	8074393	1	1	0	0	1	26
chr1	8132917	8151235	2	2	0	1	0	17
chr1	8183108	8188096	1	1	0	0	3	32
chr1	8243127	8287701	1	1	0	0	2	26
chr1	8243127	8469558	1	1	0	0	5	29
chr1	8254729	8470381	2	2	0	0	4	25
chr1	8261370	8291426	2	2	0	1	0	24
chr1	8271989	8279954	2	2	0	0	18	30
chr1	8454735	8536035	1	1	0	4	0	33
chr1	8651080	8715495	1	3	0	0	5	15
chr1	8775043	8846756	2	2	0	0	6	15
chr1	8819148	8834466	2	2	0	0	1	15
chr1	8833469	8983032	2	2	0	18	0	31
chr1	8861053	8861102	2	2	0	12	0	25
chr1	8867779	8934342	2	2	0	0	12	23
chr1	8868058	8870451	2	2	0	3	0	20
chr1	8870511	8871890	2	2	0	9	0	29
chr1	8893055	8978559	2	2	0	0	8	13
chr1	9059673	9158331	1	1	0	15	0	27
chr1	9144752	9214565	1	1	0	0	6	20
chr1	9291032	9431991	2	2	0	0	6	20
chr1	9535657	9622396	1	1	0	0	4	12
chr1	9565801	9572540	2	2	0	0	12	30
chr1	9578050	9588081	1	1	0	0	1	34
chr1	9599330	9881421	2	2	0	14	2	29
chr1	9638043	9647046	1	1	0	1	0	26
chr1	9659998	10264743	2	2	0	0	12	23
chr1	9662764	9704588	2	2	0	1	0	27
chr1	9786518	9964822	2	2	0	0	11	31
chr1	9821215	9984129	2	2	0	0	11	34
chr1	9908154	9913467	1	1	0	0	1	23
chr1	9917392	9923290	2	2	0	0	5	16
chr1	9921476	10007028	2	2	0	0	9	27
chr1	9930458	9931890	2	2	0	21	0	33
chr1	9930458	9934761	2	2	0	2	0	22
chr1	9935628	9936518	2	2	0	9	0	33
chr1	9936628	9942623	2	2	0	12	0	27
chr1	9999489	10148567	1	1	0	0	4	23
chr1	10007978	10123359	0	0	0	11	0	34
chr1	10063564	10159091	2	2	0	0	2	14
chr1	10095597	10101107	1	1	0	5	0	25
chr1	10114001	10142606	1	1	0	0	1	23
chr1	10137206	10144939	1	1	0	2	0	15
chr1	10174638	10377871	1	1	0	0	13	23
chr1	10199600	10227117	2	2	0	0	1	20
chr1	10201568	10219601	2	2	0	7	0	12
chr1	10210571	10448829	1	1	0	0	4	13
chr1	10219674	10453556	2	2	0	10	0	19
chr1	10251089	10391277	2	2	0	0	3	34
chr1	10271580	10272240	1	1	0	20	0	25
chr1	10369868	10377871	1	1	0	0	13	23
chr1	10476635	10491510	1	1	0	1	0	18
chr1	10693913	10705491	2	2	0	3	0	15
chr1	10750351	10845077	2	2	0	0	3	17
chr1	10750351	10885029	2	2	0	0	3	17
chr1	10750351	10894689	2	2	0	0	3	17
chr1	10750351	10927722	2	2	0	0	3	17
chr1	10811306	10812725	2	2	0	8	0	25
chr1	11025209	11025550	1	1	0	18	0	21
chr1	11033264	11064466	1	1	0	0	6	26
chr1	11036290	11141771	1	1	0	0	7	29
chr1	11068085	11068644	2	2	0	1	0	14
chr1	11072172	11073933	2	2	0	3	0	18
chr1	11118325	11268040	2	2	0	0	9	33
chr1	11185510	11589270	1	1	0	0	16	29
chr1	11257486	11399218	2	2	0	0	5	33
chr1	11276590	11589292	1	1	0	0	16	15
chr1	11389480	11404790	1	1	0	0	1	27
chr1	11486207	11739476	2	2	0	0	12	14
chr1	11680110	11914467	2	2	0	1	10	26
chr1	11781846	12021329	1	1	0	0	6	25
chr1	11850732	12071422	1	1	0	0	6	15
chr1	11886861	11954421	1	1	0	0	5	29
chr1	11953728	12233983	1	1	0	0	18	14
chr1	12050950	12124099	1	1	0	0	5	29
chr1	12066748	12124099	1	1	0	0	5	29
chr1	12085193	12329295	2	2	0	12	0	27
chr1	12311626	12311812	1	1	0	10	0	18
chr1	12523234	12747155	2	2	0	7	0	32
chr1	12597159	12822408	2	2	0	0	11	37
chr1	12597159	13146708	2	2	0	0	11	37
chr1	13076591	13506545	2	2	0	0	12	31
chr1	13178171	13506545	2	2	0	0	12	31
chr1	13238920	13594869	2	2	0	0	19	20
chr1	13262150	13506545	2	2	0	0	12	31
chr1	13313091	13598252	1	1	0	10	0	24
chr1	13321303	13506545	2	2	0	0	12	31
chr1	13599468	13727336	2	2	0	8	0	22
chr1	14177062	14465302	1	1	0	0	14	29
chr1	14966062	14979970	2	2	0	0	1	18
chr1	15060303	15063571	1	1	0	18	0	38
chr1	15063623	15065629	1	1	0	8	0	21
chr1	15092153	15192530	2	2	0	8	0	21
chr1	15341889	15345082	1	1	0	7	0	33
chr1	15427285	15428592	1	1	0	9	0	31
chr1	15455004	15585919	1	1	0	0	5	19
chr1	15572292	15762627	2	2	0	0	5	14
chr1	15578377	15814509	2	2	0	0	7	25
chr1	15594877	15632407	2	2	0	0	5	13
chr1	15630971	15673829	1	1	0	0	1	28
chr1	15679002	15814509	2	2	0	0	7	25
chr1	15751808	15782369	2	2	0	0	2	24
chr1	15884058	15908312	2	2	0	0	23	21
chr1	16291456	16312897	2	2	0	0	21	15
chr1	16310904	16373508	1	1	0	0	28	23
chr1	16414148	16425000	2	2	0	0	4	29
chr1	16453580	16503239	2	2	0	0	1	25
chr1	16486132	16559922	2	2	0	0	4	17
chr1	16564919	16565632	2	2	0	0	7	19
chr1	16740628	16896096	0	0	0	0	26	30
chr1	16949858	16951979	2	2	0	0	1	20
chr1	17043050	17212743	2	2	0	0	4	13
chr1	17211298	17212743	2	2	0	0	4	13
chr1	17556793	17556934	0	0	0	9	0	32
chr1	17857612	17956596	1	1	0	0	13	29
chr1	18683776	18972042	1	1	0	0	7	29
chr1	18893585	18990419	2	2	0	0	2	32
chr1	18986721	19051524	2	2	0	10	0	17
chr1	19339618	19344357	2	2	0	4	0	16
